filename,species,split,label
xc162210_31186.wav,Coppersmith Barbet,train,4
xc189204_26515.wav,White-throated Kingfisher,train,10
xc761749_40583.wav,Large-tailed Nightjar,train,5
xc209207_28981.wav,White-throated Kingfisher,train,10
xc477488_15186.wav,Yellow-vented Bulbul,train,11
xc834668_9298.wav,Common Tailorbird,train,3
xc31621_22617.wav,White-throated Kingfisher,train,10
xc541306_2202.wav,Yellow-vented Bulbul,train,11
xc1027177_22176.wav,White-breasted Waterhen,train,9
xc616401_17761.wav,Yellow-vented Bulbul,train,11
xc472569_15634.wav,White-breasted Waterhen,train,9
xc875469_8228.wav,Spotted Dove,train,8
xc840318_10260.wav,Pied Fantail,train,7
xc964318_340.wav,Collared Kingfisher,train,1
xc290931_12868.wav,Olive-backed Sunbird,train,6
xc190962_21260.wav,Spotted Dove,train,8
xc594949_76889.wav,Asian Koel,train,0
xc843300_10452.wav,White-breasted Waterhen,train,9
xc216930_16441.wav,Pied Fantail,train,7
xc809052_9028.wav,Yellow-vented Bulbul,train,11
xc835388_12550.wav,Olive-backed Sunbird,train,6
xc735664_10504.wav,Common Iora,train,2
xc269431_21712.wav,Olive-backed Sunbird,train,6
xc192165_31233.wav,Pied Fantail,train,7
xc731973_32051.wav,Spotted Dove,train,8
xc332700_5673.wav,Pied Fantail,train,7
xc209943_10562.wav,Coppersmith Barbet,train,4
xc209943_642.wav,Coppersmith Barbet,train,4
xc976113_8506.wav,Large-tailed Nightjar,train,5
xc68678_7414.wav,Coppersmith Barbet,train,4
xc197737_6813.wav,White-throated Kingfisher,train,10
xc462432_7589.wav,White-breasted Waterhen,train,9
xc754470_12076.wav,Common Tailorbird,train,3
xc191211_84356.wav,Common Tailorbird,train,3
xc963967_14808.wav,Large-tailed Nightjar,train,5
xc756569_9553.wav,Spotted Dove,train,8
xc951556_29631.wav,White-breasted Waterhen,train,9
xc594949_27975.wav,Asian Koel,train,0
xc883647_16584.wav,Large-tailed Nightjar,train,5
xc971698_12028.wav,Coppersmith Barbet,train,4
xc168313_6904.wav,Large-tailed Nightjar,train,5
xc664308_47722.wav,Common Iora,train,2
xc649545_9712.wav,Pied Fantail,train,7
xc812732_44885.wav,Asian Koel,train,0
xc635320_33009.wav,Asian Koel,train,0
xc858215_38382.wav,Olive-backed Sunbird,train,6
xc290641_26672.wav,Yellow-vented Bulbul,train,11
xc88421_38987.wav,Large-tailed Nightjar,train,5
xc895736_34407.wav,Pied Fantail,train,7
xc710198_10535.wav,Common Iora,train,2
xc528823_13400.wav,Coppersmith Barbet,train,4
xc940167_7029.wav,Collared Kingfisher,train,1
xc862446_6000.wav,Olive-backed Sunbird,train,6
xc810648_2622.wav,Large-tailed Nightjar,train,5
xc151342_9415.wav,White-breasted Waterhen,train,9
xc97965_11197.wav,Large-tailed Nightjar,train,5
xc956691_6526.wav,Large-tailed Nightjar,train,5
xc1005530_2932.wav,Collared Kingfisher,train,1
xc956426_23708.wav,White-breasted Waterhen,train,9
xc369243_19592.wav,White-throated Kingfisher,train,10
xc469471_266.wav,Coppersmith Barbet,train,4
xc829396_30280.wav,Large-tailed Nightjar,train,5
xc167084_32058.wav,Yellow-vented Bulbul,train,11
xc397623_34224.wav,Olive-backed Sunbird,train,6
xc858215_12935.wav,Olive-backed Sunbird,train,6
xc893700_14400.wav,Collared Kingfisher,train,1
xc150690_0.wav,Common Iora,train,2
xc239282_14330.wav,Large-tailed Nightjar,train,5
xc845702_3000.wav,Olive-backed Sunbird,train,6
xc1002930_6525.wav,Spotted Dove,train,8
xc635320_3000.wav,Asian Koel,train,0
xc956442_43868.wav,White-breasted Waterhen,train,9
xc955872_21142.wav,Olive-backed Sunbird,train,6
xc537914_50239.wav,Pied Fantail,train,7
xc956436_21741.wav,White-breasted Waterhen,train,9
xc954983_13906.wav,Yellow-vented Bulbul,train,11
xc381375_10102.wav,White-throated Kingfisher,train,10
xc956375_50938.wav,White-breasted Waterhen,train,9
xc477488_18186.wav,Yellow-vented Bulbul,train,11
xc27611_0.wav,Asian Koel,train,0
xc161260_3825.wav,Common Tailorbird,train,3
xc921512_22536.wav,White-throated Kingfisher,train,10
xc23823_22661.wav,Olive-backed Sunbird,train,6
xc909605_8269.wav,Olive-backed Sunbird,train,6
xc877987_40482.wav,Spotted Dove,train,8
xc724736_3154.wav,Spotted Dove,train,8
xc125392_28554.wav,White-throated Kingfisher,train,10
xc290929_4479.wav,Olive-backed Sunbird,train,6
xc875469_19606.wav,Spotted Dove,train,8
xc949671_20590.wav,White-throated Kingfisher,train,10
xc241963_17159.wav,Olive-backed Sunbird,train,6
xc94032_11784.wav,Coppersmith Barbet,train,4
xc397623_48511.wav,Olive-backed Sunbird,train,6
xc582931_537.wav,Pied Fantail,train,7
xc167085_23576.wav,Yellow-vented Bulbul,train,11
xc161197_11525.wav,Asian Koel,train,0
xc904468_33790.wav,White-breasted Waterhen,train,9
xc190966_24426.wav,Common Iora,train,2
xc461513_15862.wav,Large-tailed Nightjar,train,5
xc962818_9764.wav,Coppersmith Barbet,train,4
xc776063_21652.wav,Spotted Dove,train,8
xc787532_0.wav,Pied Fantail,train,7
xc59702_3026.wav,Yellow-vented Bulbul,train,11
xc829396_23477.wav,Large-tailed Nightjar,train,5
xc823277_15071.wav,Collared Kingfisher,train,1
xc906272_32359.wav,Common Iora,train,2
xc96539_37419.wav,Common Iora,train,2
xc409379_8835.wav,Pied Fantail,train,7
xc197605_14720.wav,White-throated Kingfisher,train,10
xc477125_3561.wav,Collared Kingfisher,train,1
xc25978_38244.wav,Large-tailed Nightjar,train,5
xc1011129_13796.wav,Common Iora,train,2
xc311142_201.wav,White-breasted Waterhen,train,9
xc1047221_0.wav,Yellow-vented Bulbul,train,11
xc856162_34687.wav,Olive-backed Sunbird,train,6
xc937965_11226.wav,Yellow-vented Bulbul,train,11
xc433841_5476.wav,Spotted Dove,train,8
xc290553_334.wav,Collared Kingfisher,train,1
xc879486_5144.wav,Spotted Dove,train,8
xc541306_28099.wav,Yellow-vented Bulbul,train,11
xc880662_0.wav,White-throated Kingfisher,train,10
xc555516_6521.wav,Coppersmith Barbet,train,4
xc862837_49331.wav,Common Tailorbird,train,3
xc787531_8528.wav,Pied Fantail,train,7
xc710640_24395.wav,Spotted Dove,train,8
xc802979_46129.wav,Yellow-vented Bulbul,train,11
xc79566_9000.wav,White-throated Kingfisher,train,10
xc431502_4804.wav,White-throated Kingfisher,train,10
xc657958_17180.wav,Common Tailorbird,train,3
xc842521_3105.wav,White-breasted Waterhen,train,9
xc879491_15384.wav,Spotted Dove,train,8
xc943196_11119.wav,Coppersmith Barbet,train,4
xc786033_21658.wav,Asian Koel,train,0
xc956356_46054.wav,White-breasted Waterhen,train,9
xc942414_31852.wav,White-throated Kingfisher,train,10
xc956438_16800.wav,White-breasted Waterhen,train,9
xc19752_12266.wav,Large-tailed Nightjar,train,5
xc956395_6078.wav,White-breasted Waterhen,train,9
xc797439_4810.wav,White-breasted Waterhen,train,9
xc809713_9511.wav,Spotted Dove,train,8
xc723472_0.wav,Common Tailorbird,train,3
xc209538_936.wav,White-throated Kingfisher,train,10
xc68677_7519.wav,Coppersmith Barbet,train,4
xc1035372_34230.wav,Spotted Dove,train,8
xc723978_5114.wav,Common Tailorbird,train,3
xc707552_5815.wav,White-breasted Waterhen,train,9
xc167084_23921.wav,Yellow-vented Bulbul,train,11
xc941383_1686.wav,Coppersmith Barbet,train,4
xc627993_5133.wav,Pied Fantail,train,7
xc760675_1988.wav,Pied Fantail,train,7
xc209538_50191.wav,White-throated Kingfisher,train,10
xc286713_4565.wav,Collared Kingfisher,train,1
xc314337_667.wav,Asian Koel,train,0
xc883919_1805.wav,Common Tailorbird,train,3
xc880658_13554.wav,Spotted Dove,train,8
xc186559_6573.wav,Collared Kingfisher,train,1
xc161194_70.wav,Asian Koel,train,0
xc578352_24465.wav,Asian Koel,train,0
xc356320_5454.wav,Coppersmith Barbet,train,4
xc79314_9186.wav,Collared Kingfisher,train,1
xc364385_11940.wav,Coppersmith Barbet,train,4
xc194905_995.wav,Asian Koel,train,0
xc359639_9611.wav,Olive-backed Sunbird,train,6
xc949671_14165.wav,White-throated Kingfisher,train,10
xc889942_17931.wav,Olive-backed Sunbird,train,6
xc957165_27096.wav,Large-tailed Nightjar,train,5
xc381376_16821.wav,White-throated Kingfisher,train,10
xc809052_6028.wav,Yellow-vented Bulbul,train,11
xc889914_4422.wav,Olive-backed Sunbird,train,6
xc1030898_3961.wav,Spotted Dove,train,8
xc342124_4064.wav,Pied Fantail,train,7
xc150431_520.wav,Common Iora,train,2
xc78434_39819.wav,Asian Koel,train,0
xc951556_3067.wav,White-breasted Waterhen,train,9
xc109957_39369.wav,Olive-backed Sunbird,train,6
xc984319_1875.wav,Large-tailed Nightjar,train,5
xc487800_3636.wav,Yellow-vented Bulbul,train,11
xc124367_19640.wav,Large-tailed Nightjar,train,5
xc402013_16840.wav,Collared Kingfisher,train,1
xc78288_7656.wav,Spotted Dove,train,8
xc863037_11885.wav,Spotted Dove,train,8
xc883919_12962.wav,Common Tailorbird,train,3
xc595461_9108.wav,Spotted Dove,train,8
xc151342_12823.wav,White-breasted Waterhen,train,9
xc1030462_3256.wav,White-breasted Waterhen,train,9
xc594949_12338.wav,Asian Koel,train,0
xc523554_17370.wav,Asian Koel,train,0
